name,selling_price,km_driven,fuel,seller_type,transmission,owner,company,year_old_2023
Vitara Brezza,980000,10000,Diesel,Individual,Manual,First Owner,Maruti,5
Beat Diesel,320000,60000,Diesel,Individual,Manual,First Owner,Chevrolet,9
Ritz VXI,250000,80000,Petrol,Individual,Manual,Second Owner,Maruti,12
Baleno Zeta,600000,72000,Diesel,Individual,Manual,First Owner,Maruti,7
Xcent 1.2,300000,96000,Petrol,Individual,Manual,First Owner,Hyundai,7
Beat Diesel,305000,66000,Diesel,Individual,Manual,First Owner,Chevrolet,9
Wagon R,106000,70000,Petrol,Individual,Manual,First Owner,Maruti,14
Accent GLS,90000,75000,Petrol,Individual,Manual,Third Owner,Hyundai,17
Tiago 1.2,539000,2417,Petrol,Individual,Manual,First Owner,Tata,4
EON Era,250000,30000,Petrol,Individual,Manual,Second Owner,Hyundai,7
Scorpio BSIV,707000,60000,Diesel,Individual,Manual,First Owner,Mahindra,5
Getz GLS,95000,120000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,16
Eeco CNG,495000,7000,CNG,Individual,Manual,First Owner,Maruti,3
Indigo TDI,200000,35000,Diesel,Individual,Manual,First Owner,Tata,11
A-Star Vxi,110000,110000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,14
Alto LXi,100000,130000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,15
Alto 800,150000,25000,Petrol,Individual,Manual,Second Owner,Maruti,7
Ikon 1.3,50000,80000,Petrol,Individual,Manual,Third Owner,Ford,18
Aveo 1.4,85000,70000,Petrol,Individual,Manual,Second Owner,Chevrolet,16
Grand i10,475000,23000,Petrol,Individual,Manual,First Owner,Hyundai,5
Polo 1.2,425000,40000,Petrol,Individual,Manual,First Owner,Volkswagen,9
5 Series,480000,110000,Petrol,Individual,Automatic,Second Owner,BMW,17
S-Cross Delta,950000,10000,Diesel,Individual,Manual,First Owner,Maruti,4
Swift Dzire,535000,80000,Diesel,Individual,Manual,First Owner,Maruti,8
Verna CRDi,325000,25000,Diesel,Individual,Manual,Third Owner,Hyundai,14
Wagon R,270000,74000,Petrol,Individual,Manual,Third Owner,Maruti,10
Celerio VXI,300000,60000,Petrol,Individual,Manual,Third Owner,Maruti,8
Vento Diesel,325000,70000,Diesel,Individual,Manual,First Owner,Volkswagen,12
New Safari,350000,100000,Diesel,Individual,Manual,First Owner,Tata,13
Verna CRDi,229999,146000,Diesel,Individual,Manual,Third Owner,Hyundai,15
Swift Dzire,325000,120000,Diesel,Individual,Manual,Second Owner,Maruti,11
Wagon R,70000,70000,Petrol,Individual,Manual,Second Owner,Maruti,18
Laura Ambiente,190000,120000,Diesel,Individual,Manual,Third Owner,Skoda,15
Cruze LTZ,345000,65500,Diesel,Individual,Manual,First Owner,Chevrolet,12
Scorpio 1.99,1025000,70000,Diesel,Individual,Manual,First Owner,Mahindra,7
Alto 800,120000,50000,Petrol,Individual,Manual,First Owner,Maruti,11
Alto LXi,114999,90000,Petrol,Individual,Manual,Second Owner,Maruti,14
City 1.5,300000,120000,Petrol,Individual,Manual,Second Owner,Honda,14
Celerio VXI,340000,56000,Petrol,Dealer,Manual,First Owner,Maruti,7
Wagon R,90000,70000,Petrol,Individual,Manual,Second Owner,Maruti,18
Alto LX,150000,140300,Petrol,Individual,Manual,First Owner,Maruti,17
Alto K10,115999,70000,Petrol,Individual,Manual,First Owner,Maruti,13
Wagon R,375000,23000,Petrol,Dealer,Manual,Second Owner,Maruti,7
Zen Estilo,275000,10211,Petrol,Individual,Manual,First Owner,Maruti,16
Scorpio 2.6,120000,120000,Diesel,Individual,Manual,Third Owner,Mahindra,18
Celerio ZDi,350000,120000,Diesel,Individual,Manual,First Owner,Maruti,8
Celerio ZXI,409999,35000,Petrol,Individual,Manual,First Owner,Maruti,6
Verna 1.6,500000,130000,Diesel,Individual,Manual,First Owner,Hyundai,11
Sunny Diesel,220000,90000,Diesel,Individual,Manual,Second Owner,Nissan,10
Fiesta 1.6,120000,80000,Petrol,Individual,Manual,Second Owner,Ford,15
Santro Xing,70000,55000,Petrol,Individual,Manual,Second Owner,Hyundai,16
Swift Dzire,800000,15000,Petrol,Individual,Manual,First Owner,Maruti,6
Swift Dzire,450000,260000,Diesel,Individual,Manual,Second Owner,Maruti,9
Scorpio SLE,525000,145000,Diesel,Individual,Manual,First Owner,Mahindra,11
GO Plus,300000,35000,Petrol,Individual,Manual,First Owner,Datsun,7
i10 Magna,195000,56000,Petrol,Individual,Manual,Second Owner,Hyundai,15
Fiesta Classic,130000,98000,Diesel,Individual,Manual,Second Owner,Ford,16
Etios VD,300000,135000,Diesel,Individual,Manual,Second Owner,Toyota,12
Alto VXi,120000,60000,Petrol,Individual,Manual,Third Owner,Maruti,21
Innova 2.5,450000,120000,Diesel,Individual,Manual,Third Owner,Toyota,13
Indigo LS,160000,102000,Diesel,Individual,Manual,Second Owner,Tata,13
Bolero Power,800000,35000,Diesel,Individual,Manual,First Owner,Mahindra,5
800 AC,100000,80000,Petrol,Individual,Manual,First Owner,Maruti,10
Alto 800,265000,32933,Petrol,Dealer,Manual,First Owner,Maruti,8
Wagon R,175000,54551,Petrol,Dealer,Manual,First Owner,Maruti,15
Omni 8,250999,57112,Petrol,Dealer,Manual,First Owner,Maruti,9
Xcent 1.2,471000,41025,Petrol,Dealer,Automatic,First Owner,Hyundai,8
Swift Dzire,650000,5000,Diesel,Individual,Manual,First Owner,Maruti,4
EON Magna,225000,53122,Petrol,Dealer,Manual,Second Owner,Hyundai,11
Alto 800,245000,64111,CNG,Dealer,Manual,First Owner,Maruti,10
Ritz LXi,221000,78892,Petrol,Dealer,Manual,First Owner,Maruti,12
i20 1.2,271000,74113,Petrol,Dealer,Manual,First Owner,Hyundai,12
Wagon R,290000,80000,Petrol,Dealer,Manual,First Owner,Maruti,11
Swift VXi,525000,39000,Petrol,Dealer,Manual,First Owner,Maruti,6
Vento 1.6,377000,84775,Petrol,Dealer,Manual,First Owner,Volkswagen,11
Nano LX,95000,20778,Petrol,Dealer,Manual,First Owner,Tata,11
Ertiga VDI,763000,64441,Diesel,Dealer,Manual,First Owner,Maruti,8
Amaze S,450000,43192,Petrol,Dealer,Manual,First Owner,Honda,8
Nano Twist,140000,44416,Petrol,Dealer,Manual,First Owner,Tata,9
Ciaz VDi,701000,79991,Diesel,Dealer,Manual,First Owner,Maruti,7
Micra Diesel,277000,62601,Diesel,Dealer,Manual,Second Owner,Nissan,12
Baleno Delta,520000,50000,Petrol,Individual,Automatic,First Owner,Maruti,5
Figo Aspire,550000,100000,Diesel,Individual,Manual,First Owner,Ford,6
Vento Diesel,260000,97000,Diesel,Individual,Manual,Third Owner,Volkswagen,12
Pulse RxZ,420000,100000,Diesel,Individual,Manual,First Owner,Renault,8
1.4 GL,35000,100000,Petrol,Individual,Manual,Third Owner,OpelCorsa,21
XUV500 W7,1150000,20000,Diesel,Individual,Manual,First Owner,Mahindra,5
Ciaz 1.4,680000,46000,Petrol,Individual,Manual,First Owner,Maruti,6
Swift VDI,425000,40000,Diesel,Individual,Manual,First Owner,Maruti,11
Swift Dzire,450000,70000,Diesel,Individual,Manual,Second Owner,Maruti,9
Innova 2.5,590000,89600,Diesel,Individual,Manual,Third Owner,Toyota,15
Jetta 1.4,936999,60800,Petrol,Individual,Manual,First Owner,Volkswagen,6
Mobilio S,420000,104000,Diesel,Individual,Manual,Second Owner,Honda,8
Polo 1.5,450000,80000,Diesel,Individual,Manual,Second Owner,Volkswagen,9
800 AC,40000,69111,Petrol,Individual,Manual,Third Owner,Maruti,19
Innova 2.5,520000,70000,Diesel,Individual,Manual,Second Owner,Toyota,9
800 AC,80000,120000,Petrol,Individual,Manual,First Owner,Maruti,16
Nano CX,55000,40000,Petrol,Individual,Manual,First Owner,Tata,9
Bolero DI,80000,100000,Diesel,Individual,Manual,Third Owner,Mahindra,22
Alto 800,210000,20000,Petrol,Individual,Manual,First Owner,Maruti,4
Tiago 1.05,260000,50000,Diesel,Individual,Manual,First Owner,Tata,6
Zest Quadrajet,250000,70000,Diesel,Individual,Manual,First Owner,Tata,7
Indica Vista,80000,90000,Diesel,Individual,Manual,First Owner,Tata,15
Innova 2.5,450000,150000,Diesel,Individual,Manual,Second Owner,Toyota,13
Innova 2.5,310000,120000,Diesel,Individual,Manual,Second Owner,Toyota,18
Figo Petrol,350000,90000,Petrol,Individual,Manual,Second Owner,Ford,9
SX4 VDI,320000,100000,Diesel,Individual,Manual,First Owner,Maruti,12
Amaze S,475000,90000,Diesel,Individual,Manual,First Owner,Honda,7
Manza Aura,220000,140000,Diesel,Individual,Manual,Second Owner,Tata,12
Indica GLS,70000,60000,Petrol,Individual,Manual,First Owner,Tata,15
Sail Hatchback,281000,40000,Diesel,Individual,Manual,First Owner,Chevrolet,8
Indigo Grand,211000,80000,Diesel,Individual,Manual,First Owner,Tata,10
Elite i20,550000,11000,Petrol,Individual,Manual,First Owner,Hyundai,5
Enjoy TCDi,350000,110000,Diesel,Individual,Manual,First Owner,Chevrolet,9
Wagon R,420000,19890,Petrol,Dealer,Automatic,First Owner,Maruti,6
KWID RXT,270000,20969,Petrol,Dealer,Manual,First Owner,Renault,8
Celerio VXI,399000,20194,Petrol,Dealer,Manual,First Owner,Maruti,7
Figo Trend,440000,34982,Petrol,Dealer,Manual,First Owner,Ford,7
EON Magna,250000,44588,Petrol,Dealer,Manual,First Owner,Hyundai,11
Ecosport 1.5,650000,57904,Diesel,Dealer,Manual,First Owner,Ford,7
Alto K10,270000,59258,Petrol,Dealer,Manual,First Owner,Maruti,8
Figo Trend,390000,60826,Petrol,Dealer,Manual,First Owner,Ford,7
XUV500 W10,1500000,50000,Diesel,Individual,Manual,First Owner,Mahindra,5
800 AC,225000,35000,Petrol,Individual,Manual,First Owner,Maruti,9
XUV500 W8,900000,110000,Diesel,Individual,Manual,Second Owner,Mahindra,8
Tucson 2.0,1600000,40000,Diesel,Individual,Automatic,First Owner,Hyundai,5
Nexon 1.2,800000,10000,Petrol,Individual,Manual,First Owner,Tata,4
Amaze E,320000,50000,Diesel,Individual,Manual,First Owner,Honda,10
Alto 800,300000,25000,Petrol,Individual,Manual,First Owner,Maruti,7
i20 1.2,740000,25000,Petrol,Individual,Manual,First Owner,Hyundai,5
RediGO SV,350000,1300,Petrol,Individual,Manual,First Owner,Datsun,4
GO T,280000,40000,Petrol,Individual,Manual,First Owner,Datsun,9
Swift Dzire,675000,50000,Diesel,Individual,Automatic,First Owner,Maruti,5
i10 Era,300000,20000,Petrol,Individual,Manual,First Owner,Hyundai,12
Captiva 2.0L,400000,76000,Diesel,Individual,Manual,Third Owner,Chevrolet,12
Scorpio VLX,420000,100000,Diesel,Individual,Manual,Third Owner,Mahindra,13
New Safari,300000,120000,Diesel,Individual,Manual,First Owner,Tata,15
Wagon R,170000,70000,Petrol,Individual,Manual,First Owner,Maruti,13
EON Era,210000,70000,Petrol,Individual,Manual,Third Owner,Hyundai,9
Ertiga VDI,600000,60000,Diesel,Individual,Manual,Second Owner,Maruti,8
Wagon R,260000,38000,Petrol,Individual,Manual,Second Owner,Maruti,9
Nano Twist,82000,19000,Petrol,Individual,Manual,First Owner,Tata,8
TUV 300,690000,75000,Diesel,Individual,Manual,First Owner,Mahindra,7
Grand i10,300000,70000,Diesel,Individual,Manual,First Owner,Hyundai,8
BRV i-DTEC,1250000,30000,Diesel,Individual,Manual,First Owner,Honda,6
Verna CRDi,799000,31707,Diesel,Individual,Manual,First Owner,Hyundai,6
Fortuner 3.0,1000000,180000,Diesel,Individual,Manual,First Owner,Toyota,13
Alto 800,190000,90000,Petrol,Individual,Manual,Second Owner,Maruti,9
Verito 1.5,250000,30000,Diesel,Individual,Manual,First Owner,Mahindra,9
Verna 1.6,200000,60000,Petrol,Individual,Manual,First Owner,Hyundai,14
Bolero DI,300000,90000,Diesel,Individual,Manual,Second Owner,Mahindra,18
Zest Revotron,250000,120000,Petrol,Individual,Manual,Second Owner,Tata,8
800 AC,90000,70000,Petrol,Individual,Manual,Third Owner,Maruti,15
Duster 85PS,700000,160000,Diesel,Individual,Manual,First Owner,Renault,7
XC60 D3,1750000,115992,Diesel,Dealer,Automatic,Third Owner,Volvo,11
Wagon R,290000,110000,Petrol,Individual,Manual,Second Owner,Maruti,6
Innova 2.5,1050000,97000,Diesel,Individual,Manual,Second Owner,Toyota,9
Indigo LX,70000,100000,Diesel,Individual,Manual,Third Owner,Tata,15
Swift ZDi,520000,41000,Diesel,Individual,Manual,First Owner,Maruti,7
Indigo LS,150000,90000,Diesel,Individual,Manual,First Owner,Tata,11
i10 Magna,120000,90000,Petrol,Individual,Manual,First Owner,Hyundai,15
i20 Asta,600000,25000,Petrol,Individual,Manual,First Owner,Hyundai,7
Xenon XT,150000,70000,Diesel,Individual,Manual,Second Owner,Tata,13
Vento Petrol,400000,60000,Petrol,Individual,Manual,First Owner,Volkswagen,12
Alto 800,310000,30000,Petrol,Individual,Manual,Second Owner,Maruti,8
Baleno Alpha,550000,30000,Petrol,Individual,Manual,First Owner,Maruti,8
i20 Asta,550000,60000,Diesel,Individual,Manual,First Owner,Hyundai,7
Grand i10,320000,73000,Diesel,Individual,Manual,First Owner,Hyundai,10
800 AC,50000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,31
Vitara Brezza,700000,50000,Diesel,Individual,Manual,Second Owner,Maruti,6
Ertiga VDI,700000,110000,Diesel,Individual,Manual,Second Owner,Maruti,11
i20 1.4,655000,84000,Diesel,Dealer,Manual,First Owner,Hyundai,6
Beat LT,200000,110000,LPG,Individual,Manual,First Owner,Chevrolet,12
Duster 85PS,375000,150000,Diesel,Individual,Manual,First Owner,Renault,11
Verna 1.6,470000,109052,Diesel,Dealer,Manual,First Owner,Hyundai,11
Ciaz VDi,550000,90658,Diesel,Dealer,Manual,First Owner,Maruti,8
Amaze VX,500000,110000,Diesel,Individual,Manual,Second Owner,Honda,9
GO T,210000,25000,Petrol,Individual,Manual,First Owner,Datsun,8
E-Class E250,1451000,81000,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,10
Verna SX,245000,75000,Diesel,Dealer,Automatic,First Owner,Hyundai,14
WR-V i-VTEC,700000,25552,Petrol,Dealer,Manual,Second Owner,Honda,6
EON Magna,300000,20000,Petrol,Individual,Manual,First Owner,Hyundai,5
Xcent 1.2,350000,80000,Diesel,Individual,Manual,First Owner,Hyundai,6
Elite i20,635000,25000,Petrol,Dealer,Automatic,First Owner,Hyundai,6
City S,325000,40700,Petrol,Individual,Manual,First Owner,Honda,11
XUV500 AT,1150000,65500,Diesel,Dealer,Automatic,First Owner,Mahindra,6
Indigo GLE,110000,42000,Petrol,Dealer,Manual,First Owner,Tata,15
City 1.5,890000,8000,Petrol,Dealer,Manual,First Owner,Honda,5
Swift 1.3,73000,80000,Petrol,Individual,Manual,Second Owner,Maruti,16
Ciaz ZXi,750000,6000,Petrol,Dealer,Manual,First Owner,Maruti,7
Baleno Alpha,690000,11174,Petrol,Dealer,Manual,First Owner,Maruti,5
Indigo GLS,130000,120000,Petrol,Individual,Manual,First Owner,Tata,15
Santro Xing,85000,85000,Petrol,Individual,Manual,Second Owner,Hyundai,16
Elantra 2.0,1575000,10000,Petrol,Individual,Automatic,First Owner,Hyundai,5
Sunny Diesel,325000,105000,Diesel,Individual,Manual,First Owner,Nissan,10
City 1.3,85000,120000,Petrol,Individual,Manual,Second Owner,Honda,25
Verna 1.6,860000,30000,Diesel,Dealer,Manual,Second Owner,Hyundai,5
S-Cross Sigma,690000,41000,Diesel,Individual,Manual,First Owner,Maruti,6
Elantra CRDi,650000,54000,Diesel,Dealer,Manual,First Owner,Hyundai,10
Sail LS,375000,40000,Diesel,Individual,Manual,First Owner,Chevrolet,9
Verna 1.6,525000,71000,Diesel,Dealer,Manual,First Owner,Hyundai,10
Eeco Smiles,330000,72500,Petrol,Dealer,Manual,First Owner,Maruti,7
Eeco Smiles,280000,76600,Petrol,Dealer,Manual,First Owner,Maruti,10
Swift ZXI,470000,40000,Petrol,Individual,Manual,First Owner,Maruti,9
Polo Diesel,350000,110000,Diesel,Individual,Manual,First Owner,Volkswagen,12
City 1.5,480000,63000,Petrol,Dealer,Manual,First Owner,Honda,11
Verna 1.6,620000,60000,Diesel,Individual,Manual,First Owner,Hyundai,7
GO T,250000,58000,Petrol,Individual,Manual,First Owner,Datsun,9
Spark 1.0,78692,80000,Petrol,Individual,Manual,Second Owner,Chevrolet,13
i20 Magna,350000,80000,Diesel,Individual,Manual,First Owner,Hyundai,11
Wagon R,250000,70000,Petrol,Individual,Manual,Second Owner,Maruti,10
i20 1.2,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,12
Mobilio S,640000,36000,Diesel,Individual,Manual,Second Owner,Honda,7
New Safari,220000,90000,Diesel,Individual,Manual,Second Owner,Tata,15
Vento 1.5,465000,130000,Diesel,Individual,Manual,First Owner,Volkswagen,8
Swift Vdi,229999,120000,Diesel,Individual,Manual,Second Owner,Maruti,13
Wagon R,425000,15000,Petrol,Individual,Manual,First Owner,Maruti,5
Indica GLS,95000,120000,Petrol,Individual,Manual,Third Owner,Tata,15
EON LPG,170000,170000,LPG,Individual,Manual,Third Owner,Hyundai,11
RediGO T,229999,37500,Petrol,Individual,Manual,Second Owner,Datsun,7
800 Std,45000,50000,Petrol,Individual,Manual,Third Owner,Maruti,24
Grand Vitara,479000,145000,Petrol,Individual,Manual,Third Owner,Maruti,16
EON Sportz,340000,30000,Petrol,Individual,Manual,First Owner,Hyundai,7
Swift Dzire,620000,35000,Petrol,Individual,Manual,First Owner,Maruti,7
Manza Club,270000,60000,Diesel,Individual,Manual,First Owner,Tata,11
Tiago 1.05,400000,35000,Diesel,Individual,Manual,First Owner,Tata,5
Wagon R,260000,40000,Petrol,Individual,Manual,First Owner,Maruti,8
Santro LE,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,20
Nano Twist,100000,23800,Petrol,Individual,Manual,Second Owner,Tata,8
Terrano XL,490000,70000,Diesel,Individual,Manual,First Owner,Nissan,8
Wagon R,120000,90000,LPG,Individual,Manual,Second Owner,Maruti,13
i10 Era,125000,102000,Petrol,Individual,Manual,Second Owner,Hyundai,15
Alto 800,190000,5000,Petrol,Individual,Manual,First Owner,Maruti,4
Linea T,500000,20000,Petrol,Individual,Manual,First Owner,Fiat,12
Fortuner 4x2,1800000,99000,Diesel,Individual,Automatic,First Owner,Toyota,9
Civic 1.8,320000,90000,Petrol,Individual,Manual,First Owner,Honda,15
Civic 1.8,250000,47000,Petrol,Dealer,Automatic,First Owner,Honda,16
Figo Diesel,105000,90000,Diesel,Individual,Manual,Third Owner,Ford,13
i20 Active,550000,20000,Petrol,Individual,Manual,First Owner,Hyundai,5
Grand i10,600000,1100,Petrol,Individual,Automatic,First Owner,Hyundai,4
Alto 800,210000,40000,Petrol,Individual,Manual,First Owner,Maruti,3
Alto 800,210000,15000,Petrol,Individual,Manual,First Owner,Maruti,11
Alto LXi,150000,40000,Petrol,Individual,Manual,First Owner,Maruti,14
i10 Era,125000,60000,Petrol,Individual,Manual,First Owner,Hyundai,15
Celerio VXI,380000,20000,Petrol,Individual,Manual,First Owner,Maruti,7
Baleno Delta,600000,5000,Petrol,Individual,Manual,First Owner,Maruti,4
Swift VXI,490000,27000,Petrol,Individual,Manual,First Owner,Maruti,7
Swift Dzire,545000,38000,Diesel,Individual,Manual,Second Owner,Maruti,5
Wagon R,250000,25000,Petrol,Individual,Manual,First Owner,Maruti,8
Venue SX,1050000,1100,Petrol,Individual,Manual,First Owner,Hyundai,3
Wagon R,100000,100000,Petrol,Individual,Manual,First Owner,Maruti,16
Figo Diesel,250000,100000,Diesel,Individual,Manual,Second Owner,Ford,9
Wagon R,100000,110000,Petrol,Individual,Manual,First Owner,Maruti,16
Figo 1.5D,350000,60000,Diesel,Individual,Manual,Second Owner,Ford,7
Duster 110PS,370000,70000,Diesel,Individual,Manual,Second Owner,Renault,11
Zen VXi,121000,110000,Petrol,Individual,Manual,Second Owner,Maruti,19
Figo Aspire,570000,44077,Petrol,Dealer,Automatic,First Owner,Ford,6
Ertiga SHVS,785000,24000,Diesel,Individual,Manual,First Owner,Maruti,6
Ciaz S,850000,30000,Diesel,Individual,Manual,First Owner,Maruti,5
Wagon R,375000,30000,Petrol,Individual,Manual,Second Owner,Maruti,7
Baleno Alpha,619000,40000,Petrol,Individual,Manual,First Owner,Maruti,6
Cruze LTZ,335000,90000,Diesel,Individual,Manual,Second Owner,Chevrolet,12
Innova 2.5,500000,50000,Diesel,Individual,Manual,First Owner,Toyota,17
Wagon R,60000,100000,Petrol,Individual,Manual,Second Owner,Maruti,20
Ingenio CRDe,210000,210000,Diesel,Individual,Manual,First Owner,Mahindra,8
Innova Crysta,1900000,20000,Diesel,Individual,Manual,First Owner,Toyota,4
Indigo TDI,270000,70000,Diesel,Individual,Manual,Second Owner,Tata,10
Wagon R,225000,100000,Petrol,Individual,Manual,Second Owner,Maruti,13
SX4 ZXI,150000,160000,Petrol,Individual,Manual,Second Owner,Maruti,12
Beat Diesel,173000,70000,Diesel,Individual,Manual,First Owner,Chevrolet,10
5 Series,4800000,9422,Diesel,Individual,Automatic,First Owner,BMW,5
Vento 1.5,710000,110000,Diesel,Individual,Automatic,First Owner,Volkswagen,6
Corolla Altis,1500000,20000,Petrol,Individual,Manual,First Owner,Toyota,4
Baleno Zeta,550000,20000,Petrol,Individual,Manual,First Owner,Maruti,6
800 AC,58000,70000,Petrol,Individual,Manual,Second Owner,Maruti,15
A4 1.8,1200000,60000,Petrol,Individual,Automatic,Third Owner,Audi,11
Scorpio M2DI,500000,150000,Diesel,Individual,Manual,First Owner,Mahindra,10
Swift LXi,120000,83000,Petrol,Individual,Manual,Second Owner,Maruti,14
Innova 2.5,300000,250000,Diesel,Individual,Manual,First Owner,Toyota,11
EON Era,300000,30000,Petrol,Individual,Manual,First Owner,Hyundai,5
GO Plus,295000,21000,Petrol,Individual,Manual,First Owner,Datsun,8
Ertiga VXI,587000,80000,CNG,Individual,Manual,First Owner,Maruti,5
Grand 1800,430000,50000,Petrol,Individual,Manual,Second Owner,Ambassador,11
Verna i,123000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,16
Laura Ambiente,450000,48500,Diesel,Individual,Automatic,Second Owner,Skoda,11
Wagon R,130000,60000,Petrol,Individual,Manual,Third Owner,Maruti,16
Indica Vista,110000,90000,Diesel,Individual,Manual,Second Owner,Tata,13
Xylo Celebration,200000,240000,Diesel,Individual,Manual,Third Owner,Mahindra,13
Grand i10,320000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,8
Wagon R,300000,50000,Petrol,Individual,Manual,First Owner,Maruti,9
CrossPolo 1.2,350000,110000,Petrol,Individual,Manual,First Owner,Volkswagen,7
Ertiga VXI,800000,50000,Petrol,Individual,Manual,First Owner,Maruti,5
Xcent 1.1,270000,175000,Diesel,Individual,Manual,First Owner,Hyundai,7
i20 1.2,540000,60000,Petrol,Individual,Manual,First Owner,Hyundai,6
Wagon R,160000,60000,CNG,Individual,Manual,Second Owner,Maruti,12
SX4 VDI,340000,100000,Diesel,Individual,Manual,Second Owner,Maruti,10
Eeco 5,350000,40000,Petrol,Individual,Manual,Second Owner,Maruti,6
Vento Diesel,300000,100000,Diesel,Individual,Manual,First Owner,Volkswagen,12
Ritz VDi,330000,63000,Diesel,Individual,Manual,First Owner,Maruti,10
Wagon R,325000,80000,CNG,Individual,Manual,Second Owner,Maruti,7
Swift Dzire,250000,55000,Diesel,Individual,Manual,First Owner,Maruti,10
Swift Star,250000,55000,Diesel,Individual,Manual,First Owner,Maruti,10
Beat LT,240000,60000,Petrol,Individual,Manual,First Owner,Chevrolet,8
Grand i10,545000,5000,Petrol,Individual,Manual,First Owner,Hyundai,3
i10 Magna,300000,48000,Petrol,Dealer,Manual,First Owner,Hyundai,8
KWID RXT,240000,50000,Petrol,Individual,Manual,First Owner,Renault,6
KWID 1.0,360000,15000,Petrol,Individual,Manual,First Owner,Renault,5
i20 1.4,250000,70000,Diesel,Individual,Manual,First Owner,Hyundai,11
Laura Elegance,475000,105000,Diesel,Dealer,Automatic,First Owner,Skoda,4
i20 Asta,600000,50000,Diesel,Individual,Manual,Second Owner,Hyundai,7
Indigo CR4,150000,80000,Diesel,Individual,Manual,Second Owner,Tata,13
EcoSport 1.5,700000,50000,Diesel,Individual,Manual,First Owner,Ford,6
XUV500 W6,1290000,5000,Diesel,Individual,Manual,First Owner,Mahindra,7
Celerio ZXI,500000,10000,Petrol,Individual,Automatic,First Owner,Maruti,5
Santro Xing,193000,45000,Petrol,Individual,Manual,Second Owner,Hyundai,11
City i,800000,10000,Petrol,Individual,Manual,First Owner,Honda,8
Wagon R,150000,50000,Petrol,Individual,Manual,First Owner,Maruti,15
800 AC,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,21
Figo Diesel,130000,100000,Diesel,Individual,Manual,Third Owner,Ford,13
Figo Diesel,280000,80000,Diesel,Individual,Manual,Second Owner,Ford,11
Xylo D2,229999,110000,Diesel,Individual,Manual,Second Owner,Mahindra,12
Zen Estilo,80000,120000,Petrol,Individual,Manual,First Owner,Maruti,15
Nano Cx,70000,10000,Petrol,Individual,Manual,First Owner,Tata,13
Ritz VDi,240000,60000,Diesel,Individual,Manual,Second Owner,Maruti,10
Xylo E8,380000,72000,Diesel,Individual,Manual,Second Owner,Mahindra,13
Santro Xing,80000,110000,Petrol,Individual,Manual,First Owner,Hyundai,17
i10 Era,265000,50000,Petrol,Individual,Manual,First Owner,Hyundai,10
EON Magna,320000,25000,Petrol,Individual,Manual,First Owner,Hyundai,5
Terrano XL,500000,120000,Diesel,Individual,Manual,Third Owner,Nissan,9
Creta 1.6,1300000,55000,Diesel,Individual,Manual,First Owner,Hyundai,7
Scorpio S11,1500000,35000,Diesel,Individual,Manual,First Owner,Mahindra,5
Innova Crysta,1800000,110000,Diesel,Individual,Automatic,First Owner,Toyota,7
XUV500 W6,600000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,9
Tiago 1.2,420000,80000,Petrol,Individual,Manual,First Owner,Tata,5
Zen Estilo,140000,120000,Petrol,Individual,Manual,First Owner,Maruti,14
Laura Ambiente,300000,100000,Diesel,Individual,Manual,Second Owner,Skoda,13
Santro Xing,100000,60000,Petrol,Dealer,Manual,Second Owner,Hyundai,17
Alto K10,350000,25000,Petrol,Dealer,Manual,First Owner,Maruti,6
EcoSport 1.5,850000,19000,Petrol,Dealer,Manual,First Owner,Ford,5
Alto LX,140000,54000,Petrol,Dealer,Manual,First Owner,Maruti,15
Aspire Titanium,550000,17100,Petrol,Dealer,Manual,Second Owner,Ford,8
Grand i10,525000,19000,Petrol,Dealer,Automatic,First Owner,Hyundai,6
Ecosport 1.5,470000,146000,Diesel,Dealer,Manual,First Owner,Ford,8
Endeavour 3.0L,900000,98000,Diesel,Dealer,Automatic,First Owner,Ford,10
Endeavour 2.5L,500000,224642,Diesel,Dealer,Manual,Second Owner,Ford,12
Zen LXI,80000,120000,Petrol,Individual,Manual,Second Owner,Maruti,25
Verito 1.5,175000,175000,Diesel,Individual,Manual,First Owner,Mahindra,12
XUV500 AT,1350000,15000,Diesel,Individual,Automatic,Second Owner,Mahindra,6
Duster 110PS,800000,50000,Diesel,Individual,Manual,First Owner,Renault,6
RediGO 1.0,250000,15000,Petrol,Individual,Manual,First Owner,Datsun,6
Ignis 1.2,700000,25000,Petrol,Individual,Automatic,First Owner,Maruti,5
Nexon 1.5,800000,25000,Diesel,Individual,Manual,First Owner,Tata,4
XUV500 W6,660000,69000,Diesel,Individual,Manual,First Owner,Mahindra,10
Swift VDI,465000,60000,Diesel,Individual,Manual,Third Owner,Maruti,8
